1;"3926909709";"опнвхе вюярх окюярлюяянбше а/с  дкъ к/юбрнлнахкеи";0.100;0.100;0.100;540.00;"USD";"EU";1;
1;"3926909709";"";0.100;0.100;0.100;1980.00;"USD";"EU";1;
1;"3926909709";"";1.000;1.000;1.000;780.00;"USD";"EU";1;
2;"3926909709";"опнвхе вюярх окюярлюяянбше а/с  дкъ к/юбрнлнахкеи";1.000;1.000;1.000;1020.00;"USD";"US";1;
2;"3926909709";"";1.000;1.000;1.000;1380.00;"USD";"US";1;
3;"4012200009";"ьхмш ашбьхе б сонрпеакемхх";11.000;11.000;11.000;660.00;"USD";"EU";1;
3;"4012200009";"";16.000;16.000;16.000;480.00;"USD";"EU";2;
3;"4012200009";"";17.000;17.000;17.000;1200.00;"USD";"EU";2;
4;"7007111009";"яРЕЙКН";1.000;1.000;1.000;240.00;"USD";"AU";1;
5;"7007111009";"яРЕЙКН АНЙНБНЕ АЕГ НАПЮЛКЕМХЪ";4.000;4.000;4.000;480.00;"USD";"EU";1;
6;"7009100009";"гЕПЙЮКН ГЮДМЕЦН БХДЮ ЯЮКНММНЕ (НОРХВЕЯЙХ МЕНАПЮАНРЮММНЕ) Б ЯАНПЕ";1.000;1.000;1.000;660.00;"USD";"EU";1;
7;"7320101100";"сГЕК ОНДБЕЯЙХ (ПЕЯЯНПЮ) Б ЯАНПЕ";24.000;24.000;24.000;420.00;"USD";"AU";1;
8;"7608208907";"рПСАЙХ ЙНМДХЖХНМЕПЮ";0.500;0.500;0.500;1140.00;"USD";"US";1;
9;"7608208907";"рПСАЙХ ЙНМДХЖХНМЕПЮ";0.500;0.500;0.500;280.80;"USD";"US";1;
10;"8301200009";"гюлйх, опедмюгмювеммше дкъ сярюмнбйх б лнрнпмшу рпюмяонпрмшу япедярбюу";0.100;0.100;0.100;540.00;"USD";"EU";1;
11;"8301200009";"гюлйх, опедмюгмювеммше дкъ сярюмнбйх б лнрнпмшу рпюмяонпрмшу япедярбюу";0.200;0.200;0.200;780.00;"USD";"US";1;
12;"8302100000";"оеркх юбрнлнахкэмше";0.500;0.500;0.500;240.00;"USD";"EU";1;
13;"8302100000";"оеркх юбрнлнахкэмше";1.000;1.000;1.000;510.00;"USD";"US";2;
13;"8302100000";"";1.000;1.000;1.000;240.00;"USD";"US";1;
14;"8302300009";"йпеоефмюъ юплюрспю,тспмхрспю х юмюкнцхвмше дерюкх дкъ лнрнпмшу рпюмяонп мшу япедярб ашбьхе б сонрпеакемхх";0.200;0.200;0.200;780.00;"USD";"US";1;
14;"8302300009";"";0.200;0.200;0.200;300.00;"USD";"US";1;
15;"8412218008";"опнвхе яхкнбше сярюмнбйх х дбхцюрекх цхдпюбкхвеяйхе кхмеимнцн деиярбхъ (жхкхмдпш) ,ашбьхе б сонрпеакемхх";2.000;2.000;2.000;567.00;"USD";"AU";1;
16;"8412218008";"опнвхе яхкнбше сярюмнбйх х дбхцюрекх цхдпюбкхвеяйхе кхмеимнцн деиярбхъ (жхкхмдпш) ,ашбьхе б сонрпеакемхх";7.000;7.000;7.000;3360.00;"USD";"EU";2;
17;"8414308909";"йНЛОПЕЯЯНП ЙНМДХЖХНМЕПЮ";3.000;3.000;3.000;1800.00;"USD";"EU";1;
18;"8414592000";"бемрхкърнпш нукюфдемхъ дбхцюрекъ б яанпе";4.000;4.000;4.000;1380.00;"USD";"JP";1;
19;"8421990008";"опнвхе вюярх нанпсднб.х сярпниярб,дкъ тхкэрпнб.хкх нвхярйх фхдйняреи хкх цюгнб";2.000;2.000;2.000;637.80;"USD";"US";1;
19;"8421990008";"";2.000;2.000;2.000;600.00;"USD";"US";1;
20;"8479899708";"ярейкнондзелмхй б яанпе";1.000;1.000;1.000;2400.00;"USD";"JP";1;
21;"8481201009";"акнй ABS  б яанпе";6.000;6.000;6.000;1260.00;"USD";"US";1;
22;"8511400008";"яРЮПРЕП";7.000;7.000;7.000;1200.00;"USD";"EU";1;
23;"8511800008";"йНЛЛСРЮРНП Б ЯАНПЕ";0.200;0.200;0.200;1140.00;"USD";"CA";1;
24;"8512200009";"опханпш нябеыемхъ хкх бхгсюкэмни яхцмюкхгюжхх опнвхе, опнвхе ашбьхе б сонрпеакемхх";5.000;5.000;5.000;2760.00;"USD";"US";1;
24;"8512200009";"";5.000;5.000;5.000;1560.00;"USD";"US";1;
24;"8512200009";"";2.000;2.000;2.000;3000.00;"USD";"US";1;
24;"8512200009";"";5.000;5.000;5.000;3480.00;"USD";"US";2;
24;"8512200009";"";2.000;2.000;2.000;540.00;"USD";"US";1;
24;"8512200009";"";1.000;1.000;1.000;240.00;"USD";"US";1;
24;"8512200009";"";2.000;2.000;2.000;1020.00;"USD";"US";1;
25;"8527290009";"юБРНЛЮЦМХРНКЮ";2.000;2.000;2.000;1260.00;"USD";"US";1;
26;"8536105000";"аКНЙ ОПЕДНУПЮМХРЕКЕИ";0.200;0.200;0.200;780.00;"USD";"US";1;
27;"8536490000";"пЕКЕ МЮ МЮОПЪФЕМХЕ 12 Б";0.200;0.200;0.200;300.00;"USD";"EU";1;
28;"8536490000";"пЕКЕ МЮ МЮОПЪФЕМХЕ 12 Б";0.200;0.200;0.200;540.00;"USD";"EU";1;
29;"8536501109";"оепейкчвюрекх ймнонвмше б яанпе ашбьхе б сонрпеакемхх";0.100;0.100;0.100;1260.00;"USD";"EU";1;
30;"8536501509";"онбнпнрмше оепейкчвюрекх мю мюопъфемхе ме анкее 60 б,опнвхе ашбьхе б сонрпеакемхх";0.300;0.300;0.300;1260.00;"USD";"US";1;
31;"8708109009";"аюлоепш х ху вюярх ашбьхе б сонрпеакемхх";3.000;3.000;3.000;198.60;"USD";"EU";1;
31;"8708109009";"";10.000;10.000;10.000;840.00;"USD";"EU";1;
32;"8708219009";"пЕЛМХ АЕГНОЮЯМНЯРХ Б ЯАНПЕ";1.000;1.000;1.000;1415.40;"USD";"US";1;
33;"8708299009";"опнвхе вюярх х опхмюдкефмнярх йсгнбнб (бйкчвюъ йюахмш); дкъ лн рнпмшу рпюмяонпрмшу япедярб,йкюяяхтхжхпселшу б рнбюпмшу онгхжхъу я 8701 он 8705 ашбьхе б сонрпеакемхх";34.000;34.000;34.000;2100.00;"USD";"AU";1;
34;"8708299009";"опнвхе вюярх х опхмюдкефмнярх йсгнбнб (бйкчвюъ йюахмш); дкъ лн рнпмшу рпюмяонпрмшу япедярб,йкюяяхтхжхпселшу б рнбюпмшу онгхжхъу я 8701 он 8705 ашбьхе б сонрпеакемхх";14.000;14.000;14.000;780.00;"USD";"EU";1;
34;"8708299009";"";28.000;28.000;28.000;3300.00;"USD";"EU";1;
34;"8708299009";"";7.000;7.000;7.000;780.00;"USD";"EU";1;
34;"8708299009";"";20.000;20.000;20.000;1980.00;"USD";"EU";1;
34;"8708299009";"";5.000;5.000;5.000;480.00;"USD";"EU";2;
34;"8708299009";"";29.000;29.000;29.000;1247.40;"USD";"EU";1;
34;"8708299009";"";27.000;27.000;27.000;1740.00;"USD";"EU";1;
34;"8708299009";"";27.000;27.000;27.000;1860.00;"USD";"EU";1;
34;"8708299009";"";1.000;1.000;1.000;720.00;"USD";"EU";1;
34;"8708299009";"";26.000;26.000;26.000;2700.00;"USD";"EU";1;
34;"8708299009";"";6.000;6.000;6.000;780.00;"USD";"EU";1;
35;"8708299009";"опнвхе вюярх х опхмюдкефмнярх йсгнбнб (бйкчвюъ йюахмш); дкъ лн рнпмшу рпюмяонпрмшу япедярб,йкюяяхтхжхпселшу б рнбюпмшу онгхжхъу я 8701 он 8705 ашбьхе б сонрпеакемхх";34.000;34.000;34.000;8694.00;"USD";"US";1;
35;"8708299009";"";19.000;19.000;19.000;3000.00;"USD";"US";1;
35;"8708299009";"";32.000;32.000;32.000;7560.00;"USD";"US";1;
35;"8708299009";"";39.000;39.000;39.000;4500.00;"USD";"US";1;
35;"8708299009";"";1.000;1.000;1.000;720.00;"USD";"US";1;
35;"8708299009";"";1.000;1.000;1.000;1500.00;"USD";"US";1;
35;"8708299009";"";5.000;5.000;5.000;1020.00;"USD";"US";1;
35;"8708299009";"";19.000;19.000;19.000;10620.00;"USD";"US";1;
35;"8708299009";"";42.000;42.000;42.000;3000.00;"USD";"US";1;
35;"8708299009";"";1.000;1.000;1.000;425.40;"USD";"US";1;
35;"8708299009";"";0.400;0.400;0.400;780.00;"USD";"US";1;
35;"8708299009";"";19.000;19.000;19.000;2760.00;"USD";"US";1;
35;"8708299009";"";5.000;5.000;5.000;2100.00;"USD";"US";1;
35;"8708299009";"";0.400;0.400;0.400;540.00;"USD";"US";1;
35;"8708299009";"";42.000;42.000;42.000;3240.00;"USD";"US";1;
35;"8708299009";"";1.000;1.000;1.000;1020.00;"USD";"US";1;
36;"8708309109";"дхяйх рнплнгмше";4.000;4.000;4.000;540.00;"USD";"AU";1;
37;"8708309109";"дхяйх рнплнгмше";5.000;5.000;5.000;566.40;"USD";"EU";2;
38;"8708309109";"дхяйх рнплнгмше";4.000;4.000;4.000;540.00;"USD";"JP";1;
39;"8708405009";"йоо";53.000;53.000;53.000;18240.00;"USD";"EU";1;
39;"8708405009";"";53.000;53.000;53.000;6540.00;"USD";"EU";1;
40;"8708405009";"йоо";50.000;50.000;50.000;5745.60;"USD";"US";1;
41;"8708503509";"лНЯР БЕДСЫХИ Б ЯАНПЕ";93.000;93.000;93.000;11520.00;"USD";"EU";1;
42;"8708509909";"ярсохжш б яанпе";11.000;11.000;11.000;4920.00;"USD";"US";2;
42;"8708509909";"";5.000;5.000;5.000;1200.00;"USD";"US";1;
42;"8708509909";"";6.000;6.000;6.000;1740.00;"USD";"US";1;
43;"8708803509";"юлнпрхгюрнпш ондбеяйх (ярнийх)";2.000;2.000;2.000;226.80;"USD";"EU";1;
44;"8708803509";"юлнпрхгюрнпш ондбеяйх (ярнийх)";3.000;3.000;3.000;538.80;"USD";"US";1;
45;"8708913509";"пюдхюрнпш дкъ к/юбрнлнахкеи ашбьхе б сонрпеакемхх";6.000;6.000;6.000;780.00;"USD";"US";1;
45;"8708913509";"";6.000;6.000;6.000;3480.00;"USD";"US";1;
45;"8708913509";"";6.000;6.000;6.000;840.00;"USD";"US";1;
45;"8708913509";"";5.000;5.000;5.000;540.00;"USD";"US";1;
46;"8708919909";"дХТТСГНП ПЮДХЮРНПЮ Б ЯАНПЕ";1.000;1.000;1.000;1560.00;"USD";"US";1;
47;"8708923509";"цКСЬХРЕКЭ Б ПЮГНАПЮММНЛ БХДЕ";18.000;18.000;18.000;2280.00;"USD";"US";1;
48;"8708999709";"вюярх х опхмюдкефмнярх опнвхе а/с дкъ к/юбрнлнахкеи
вюярх х опхмюдкефмнярх опнвхе дкъ к/юбрнлнахкеи ашбьхе б сонрпеакемхх";6.000;6.000;6.000;566.40;"USD";"AU";2;
49;"8708999709";"вюярх х опхмюдкефмнярх опнвхе а/с дкъ к/юбрнлнахкеи
вюярх х опхмюдкефмнярх опнвхе дкъ к/юбрнлнахкеи ашбьхе б сонрпеакемхх";12.000;12.000;12.000;3600.00;"USD";"EU";1;
50;"8708999709";"вюярх х опхмюдкефмнярх опнвхе а/с дкъ к/юбрнлнахкеи
вюярх х опхмюдкефмнярх опнвхе дкъ к/юбрнлнахкеи ашбьхе б сонрпеакемхх";1.000;1.000;1.000;2419.20;"USD";"US";1;
50;"8708999709";"";30.000;30.000;30.000;13620.00;"USD";"US";1;
50;"8708999709";"";9.000;9.000;9.000;960.00;"USD";"US";1;
50;"8708999709";"";18.000;18.000;18.000;2400.00;"USD";"US";1;
50;"8708999709";"";17.000;17.000;17.000;3515.40;"USD";"US";1;
51;"9013809000";"гепйюкн гюдмецн бхдю мюпсфмне (норхвеяйх напюанрюммне) б яанпе";2.000;2.000;2.000;960.00;"USD";"US";1;
52;"9026802000";"хГЛЕПХРЕКЭ ОНРНЙЮ БНГДСУЮ";1.000;1.000;1.000;240.00;"USD";"EU";1;
53;"9026802000";"хГЛЕПХРЕКЭ ОНРНЙЮ БНГДСУЮ";1.000;1.000;1.000;480.00;"USD";"EU";1;
54;"9032890000";"акнй юбрнлюрхвеяйнцн сопюбкемхъ";1.000;1.000;1.000;1020.00;"USD";"US";1;
54;"9032890000";"";1.000;1.000;1.000;540.00;"USD";"US";1;
54;"9032890000";"";4.000;4.000;4.000;1200.00;"USD";"US";4;
